umap_1,umap_2,OmiqFilter
-9.9947,-6.2723,Neutrophils
3.4709,-6.8861,CD8/Tem
-8.0779,7.0966,DCs
-2.3994,-6.0549,Immature granulocytes
1.7708,-8.1537,CD8/Temra
-9.1319,-4.7846,Neutrophils
1.4023,-6.7729,CD8/Temra
-6.4932,4.7026,Non-Plasmablasts
-5.4433,6.5321,Non-Plasmablasts
9.0752,4.4278,CD4/Tcm
-3.9173,-8.8942,NK cells
-4.2256,-8.2586,NK cells
-11.088,-4.0808,Neutrophils
-3.6127,-6.5095,NK cells
2.7012,3.6398,Neutrophils
-1.3741,1.6972,Plasmablasts
5.5674,-6.4425,CD8/Tem
-10.93,-3.7848,Neutrophils
-6.985,7.7669,Non-Plasmablasts
-7.6584,3.1369,Non-Plasmablasts
-6.5703,4.4834,Non-Plasmablasts
-7.7533,3.1094,Non-Plasmablasts
-5.4487,8.5349,Non-Plasmablasts
3.4045,-11.436,CD8/Tnaive/Tn
-2.0739,1.2882,Plasmablasts
-7.3965,6.3248,Non-Plasmablasts
-7.115,3.715,Non-Plasmablasts
-7.7175,2.9307,Non-Plasmablasts
-1.2438,1.9744,Plasmablasts
-6.5337,7.0009,Non-Plasmablasts
-5.0668,-8.51,NK cells
-9.0269,-4.963,Neutrophils
-7.5646,2.7573,Non-Plasmablasts
3.7561,0.42376,CD4/Tem
4.6405,-8.4561,CD8/Tem
4.0736,1.7844,CD4/Tcm
-7.8573,4.9497,Non-Plasmablasts
5.2025,8.1521,CD4/Tnaive/Tn
-7.7121,4.0038,Non-Plasmablasts
5.8913,8.0554,CD4/Tnaive/Tn
-6.2842,4.3687,Non-Plasmablasts
-5.5241,-2.1763,Monocytes
-6.7243,4.6252,Non-Plasmablasts
-6.0025,2.314,Non-Plasmablasts
-3.3907,-8.1236,NK cells
-3.852,-8.5214,NK cells
-9.0135,-6.0832,Neutrophils
-2.9037,-9.0565,NK cells
-3.3341,-8.5241,NK cells
-4.3004,-8.8456,NK cells
4.3872,-6.7164,CD8/Tem
-7.1446,5.1467,Non-Plasmablasts
4.409,1.1125,CD4/Tem
-2.1288,1.3196,Plasmablasts
5.5178,-7.2446,CD8/Tem
-4.6537,4.9231,Non-Plasmablasts
-6.2819,4.0617,Non-Plasmablasts
-3.3907,-8.902,NK cells
-7.6916,3.977,Non-Plasmablasts
-9.9162,-4.9082,Neutrophils
-7.3972,1.9698,Non-Plasmablasts
-9.5652,-4.2611,Neutrophils
-3.584,-8.3648,NK cells
-6.9004,2.926,Non-Plasmablasts
3.9084,1.9213,CD4/Tcm
-3.9347,-8.6032,NK cells
-2.0815,0.83067,Plasmablasts
-8.6218,4.9431,Non-Plasmablasts
6.1473,8.6603,CD4/Tnaive/Tn
-4.0727,-7.3604,NK cells
-6.9805,8.1701,Non-Plasmablasts
9.0466,1.0888,CD4/Tem
-7.5151,4.6202,Non-Plasmablasts
-4.8073,-2.8546,Monocytes
1.6515,-6.7093,CD8/Temra
4.4117,1.4732,CD4/Tcm
5.6818,1.3192,CD4/Tcm
-10.966,-5.1485,Neutrophils
-4.0126,-7.8791,NK cells
-8.3264,3.6708,Non-Plasmablasts
3.604,-7.4913,CD8/Temra
-4.2851,-8.077,NK cells
4.7526,-0.21282,CD4/Tem
7.3775,3.6405,CD4/Tcm
5.9187,8.2995,CD4/Tnaive/Tn
-6.9829,6.3113,Non-Plasmablasts
2.4561,-7.807,CD8/Temra
-9.9693,-5.6988,Neutrophils
6.2936,-8.0299,CD8/Tem
1.1568,-7.1817,CD8/Tem
-4.3893,7.0695,Non-Plasmablasts
-5.8825,6.5816,Non-Plasmablasts
-7.2364,3.5139,Non-Plasmablasts
7.7551,0.44778,CD4/Tcm
-4.9261,6.2146,Non-Plasmablasts
-6.6231,7.5475,Non-Plasmablasts
2.2772,-7.9469,CD8/Temra
-10.986,-5.394,Neutrophils
2.6279,-8.2151,CD8/Temra
4.8516,-9.928,CD8/Tcm
-7.3236,3.8617,Non-Plasmablasts
-9.0944,-4.7985,Neutrophils
-5.1749,6.7431,Non-Plasmablasts
-3.7813,-1.7934,Monocytes
-3.4985,-1.8641,Monocytes
9.1525,4.4734,CD4/Tcm
5.3682,0.4864,CD4/Tem
-10.002,-4.2613,Neutrophils
-7.8889,7.2044,Non-Plasmablasts
4.5501,-12.162,CD8/Tcm
4.874,-11.379,CD8/Tnaive/Tn
-9.1629,-5.0424,Neutrophils
-6.6937,6.9333,Non-Plasmablasts
-4.4226,7.118,Non-Plasmablasts
-4.9939,-2.8207,Monocytes
-10.84,-3.7065,Neutrophils
-6.3461,5.8694,Non-Plasmablasts
-4.7623,7.2717,Non-Plasmablasts
-7.5818,4.4063,Non-Plasmablasts
-7.1078,6.8718,Non-Plasmablasts
5.4592,8.3586,CD4/Tnaive/Tn
-7.0114,3.0683,Non-Plasmablasts
10.376,2.4066,CD4/Tcm
-8.0244,2.7232,Non-Plasmablasts
4.9188,0.43643,CD4/Tem
3.4002,-8.7729,CD8/Temra
-7.3194,3.5773,Non-Plasmablasts
-3.115,-8.8368,NK cells
8.2376,6.1046,CD4/Tcm
5.6139,0.8841,CD4/Tem
2.9096,-12.421,CD8/Tnaive/Tn
-5.0325,-8.171,NK cells
4.1165,-7.8971,CD8/Tem
5.2691,-6.5376,CD8/Tem
8.2123,6.4173,CD4/Tnaive/Tn-like
4.5939,1.598,CD4/Tcm
-5.7578,8.0752,Non-Plasmablasts
-1.9315,1.9064,Plasmablasts
4.9159,0.049414,CD4/Tem
-6.509,2.915,Non-Plasmablasts
-5.7918,7.8915,Non-Plasmablasts
10.039,3.3098,CD4/Tcm
-9.1419,-5.1206,Neutrophils
-5.9127,2.9693,Non-Plasmablasts
2.932,-11.475,CD8/Tnaive/Tn
-7.8904,7.159,Non-Plasmablasts
-5.5237,-2.0925,Monocytes
-6.8686,4.9554,Non-Plasmablasts
3.4435,1.6698,CD4/Tem
-6.919,5.2882,Non-Plasmablasts
2.0922,-6.8258,CD8/Temra
-4.0807,-9.2516,NK cells
8.3975,0.84006,CD4/Tem
-3.0913,-5.7459,NK cells
-10.968,-4.9381,Neutrophils
3.8759,-8.2424,CD8/Tem
-6.8167,6.689,Non-Plasmablasts
-7.7508,3.815,Non-Plasmablasts
-9.0953,-5.3975,Neutrophils
-8.0229,6.3296,Non-Plasmablasts
4.1762,-6.8098,CD8/Tem
-7.6496,2.3236,Non-Plasmablasts
-8.4413,3.8101,Non-Plasmablasts
5.2618,0.6549,CD4/Tem
-7.3962,2.6848,Non-Plasmablasts
-8.4756,6.6007,Non-Plasmablasts
-6.6264,3.269,Non-Plasmablasts
4.3783,3.7012,CD4/Tcm
5.2811,-6.3308,CD8/Tem
-10.402,-5.8277,Neutrophils
-5.448,5.5575,Non-Plasmablasts
-8.0118,5.5,Non-Plasmablasts
2.7363,-11.948,CD8/Tnaive/Tn
3.0456,-11.402,CD8/Tnaive/Tn
3.9387,0.71725,CD4/Tcm
-4.0377,-2.0525,Monocytes
-10.68,-6.2577,Neutrophils
-6.6253,3.798,Non-Plasmablasts
-8.096,6.3982,Non-Plasmablasts
-4.6879,-8.189,NK cells
-4.5726,-2.446,Monocytes
5.3156,1.3816,CD4/Tem
-5.005,-2.9908,Monocytes
9.7174,3.0756,CD4/Tcm
8.2353,1.1041,CD4/Tcm
-6.8438,4.5611,Non-Plasmablasts
-2.003,-6.297,Immature granulocytes
-7.9272,4.7774,Non-Plasmablasts
-6.0412,6.2367,Non-Plasmablasts
-2.4414,-8.9981,NK cells
-6.1995,5.6726,Non-Plasmablasts
-7.5151,6.3244,Non-Plasmablasts
2.0655,-8.4752,CD8/Temra
-3.8999,-5.6486,Immature granulocytes
-11.124,-5.1866,Neutrophils
-5.5296,5.1474,Non-Plasmablasts
-10.632,-4.3607,Neutrophils
-7.5341,3.6337,Non-Plasmablasts
5.3466,-6.9011,CD8/Tem
-10.389,-2.6106,Neutrophils
7.1309,0.090929,CD4/Tem
-7.9407,3.5009,Non-Plasmablasts
-10.108,-3.9563,Neutrophils
-4.2089,-7.5526,NK cells
-8.136,4.589,Non-Plasmablasts
-1.8488,2.0246,Plasmablasts
-7.5678,7.1667,Non-Plasmablasts
-6.769,6.374,Non-Plasmablasts
3.8038,1.054,CD4/Tem
-2.4529,-8.4511,NK cells
-10.584,-6.3363,Neutrophils
-11.13,-5.1634,Neutrophils
-8.9724,-1.6005,Neutrophils
-10.78,-5.7935,Neutrophils
-9.4831,-4.6144,Neutrophils
-2.0713,0.61633,Plasmablasts
-3.001,-2.0009,NK cells
2.5587,-7.8189,CD8/Tem
5.5531,-7.1562,CD8/Tem
2.6013,-7.1059,CD8/Temra
-3.6318,-7.777,NK cells
-3.0088,-9.0034,NK cells
-6.5354,1.0935,Non-Plasmablasts
-4.9824,-1.7445,Monocytes
8.4919,0.84417,CD4/Tem
-9.8532,-3.7456,Neutrophils
-9.4138,-4.7663,Neutrophils
-1.6375,1.8621,Plasmablasts
-6.4034,6.7847,Non-Plasmablasts
7.951,3.3567,CD4/Tcm
1.5216,-8.5266,CD8/Temra
9.9445,2.8169,CD4/Tem
2.3027,-7.3923,CD8/Tem
6.4704,6.9066,CD4/Tnaive/Tn
-5.9397,3.8323,Non-Plasmablasts
3.4308,-7.0151,CD8/Temra
-3.8436,-9.5405,NK cells
-7.4198,2.9366,Non-Plasmablasts
7.0221,0.8401,CD4/Tcm
-6.606,6.4832,Non-Plasmablasts
1.8386,-7.8467,CD8/Temra
-4.4544,-9.0912,NK cells
-7.0645,3.8178,Non-Plasmablasts
-9.0729,-5.084,Neutrophils
-3.7356,-7.6567,NK cells
-1.808,1.8235,Plasmablasts
-7.9749,4.3036,Non-Plasmablasts
-1.8448,0.39137,Plasmablasts
3.431,-12.965,CD8/Tnaive/Tn
-4.5753,2.8687,Non-Plasmablasts
-10.143,-5.3374,Neutrophils
3.5609,-8.4349,CD8/Temra
4.1059,-7.5084,CD8/Tem
-10.208,-6.0341,Neutrophils
-3.695,-5.4365,NK cells
4.3886,-8.7257,CD8/Tem
-3.463,-5.7537,NK cells
-7.4975,4.0169,Non-Plasmablasts
-6.6406,7.2239,Non-Plasmablasts
-6.9876,3.6622,Non-Plasmablasts
-6.4171,5.1655,Non-Plasmablasts
7.8402,1.1266,CD4/Tcm
-4.1384,-8.5515,NK cells
-5.8575,3.695,Non-Plasmablasts
-4.406,-1.2219,Monocytes
-7.337,6.1073,Non-Plasmablasts
-6.899,3.3296,Non-Plasmablasts
-8.7271,6.7852,Non-Plasmablasts
3.8395,-12.472,CD8/Tnaive/Tn
-7.4039,6.6377,Non-Plasmablasts
-10.678,-5.0354,Neutrophils
-10.704,-4.0095,Neutrophils
-6.7812,4.2782,Non-Plasmablasts
-8.0836,2.9874,Non-Plasmablasts
-10.569,-4.4007,Neutrophils
-5.2205,-2.6464,Monocytes
4.5691,1.2954,CD4/Tem
3.7933,-9.3035,CD8/Tnaive/Tn
10.297,2.9618,CD4/Tcm
-9.6817,-6.9531,Neutrophils
-6.7271,3.6748,Non-Plasmablasts
-5.5437,3.6713,Non-Plasmablasts
-6.6397,2.9259,Non-Plasmablasts
1.4941,-7.2721,CD8/Temra
5.3368,4.1535,CD4/Tcm
7.0324,6.8608,CD4/Tcm
8.5053,6.7741,CD4/Tnaive/Tn
-7.9874,3.3008,Non-Plasmablasts
-9.468,-6.7945,Neutrophils
-3.6321,-7.8049,NK cells
-4.5351,-1.2001,Monocytes
-2.8983,-9.2221,NK cells
5.7825,-6.3815,CD8/Tem
9.4957,3.6599,CD4/Tcm
5.3242,8.3349,CD4/Tnaive/Tn
-4.2673,7.6527,Non-Plasmablasts
-1.9264,1.6032,Plasmablasts
-2.8142,-8.9868,NK cells
5.844,7.7769,CD4/Tnaive/Tn
2.8092,3.4078,Neutrophils
9.5984,3.1317,CD4/Tem
3.2986,-8.9294,CD8/Tem
-7.7522,2.9802,Non-Plasmablasts
3.6518,-9.3413,CD8/Temra
9.5529,1.628,CD4/Tem
-3.1807,-8.4055,NK cells
-1.7731,2.0274,Plasmablasts
-4.4668,2.9336,Non-Plasmablasts
-7.8767,3.6626,Non-Plasmablasts
4.0446,0.34333,CD4/Tem
-2.5055,0.43154,Plasmablasts
-1.96,0.31241,Plasmablasts
-7.3338,2.9288,Non-Plasmablasts
-2.5259,0.26339,Plasmablasts
6.4267,1.2092,CD4/Tcm
-7.1164,6.3559,Non-Plasmablasts
-8.1341,7.3355,Non-Plasmablasts
4.1488,1.5812,CD4/Tem
-5.0417,7.5388,Non-Plasmablasts
-7.6824,6.071,Non-Plasmablasts
-6.9515,6.8529,Non-Plasmablasts
-6.4451,5.9959,Non-Plasmablasts
3.777,-9.1378,CD8/Tem
-8.0889,7.532,Non-Plasmablasts
1.1251,-6.7204,CD8/Tem
-1.0805,1.5218,Plasmablasts
-7.67,2.8866,Non-Plasmablasts
-3.73,-8.0384,NK cells
-6.586,8.5974,Non-Plasmablasts
4.7601,1.0444,CD4/Tem
-2.9974,-5.9309,NK cells
-2.0333,-6.5464,NK cells
-5.9714,6.748,Non-Plasmablasts
-9.102,-1.6337,Non-Plasmablasts
-3.1948,-5.6836,NK cells
-1.803,1.2412,Plasmablasts
-8.2957,3.143,Non-Plasmablasts
-7.7198,6.4492,Non-Plasmablasts
-7.5105,3.1165,Non-Plasmablasts
4.3111,-12.333,CD8/Tnaive/Tn
2.207,-7.4743,CD8/Tnaive/Tn
5.3249,0.76128,CD4/Tem
5.1365,2.3818,CD4/Tcm
-5.8866,4.8543,Non-Plasmablasts
-7.037,1.9587,Non-Plasmablasts
5.9979,2.0254,CD4/Tcm
-7.0612,5.2934,Non-Plasmablasts
-7.4045,7.8725,Non-Plasmablasts
-6.2632,7.2949,Non-Plasmablasts
-4.4141,5.4499,Non-Plasmablasts
-7.0289,2.6178,Non-Plasmablasts
-7.1106,8.3825,Non-Plasmablasts
-4.9295,-7.8945,NK cells
-5.2634,-1.9494,Monocytes
4.5842,-7.3024,CD8/Tem
-6.547,7.5867,Non-Plasmablasts
-10.344,-5.1436,Neutrophils
-2.1356,-8.1927,CD8/Tnaive/Tn-like
-6.7271,7.4619,Non-Plasmablasts
-7.4193,3.3541,Non-Plasmablasts
2.4481,-7.6656,CD8/Tem
-9.4313,-4.4251,Neutrophils
-10.635,-3.623,Neutrophils
-3.5483,-8.3115,NK cells
-2.8517,-9.1796,NK cells
1.8337,-6.451,CD8/Tem
-6.2749,5.3066,Non-Plasmablasts
-5.2823,2.6406,Non-Plasmablasts
4.202,-11.465,CD8/Tnaive/Tn
7.8202,4.2764,CD4/Tcm
-5.7027,5.2271,Non-Plasmablasts
-4.1897,5.5045,Non-Plasmablasts
-4.1005,-7.691,NK cells
-7.1211,7.4399,Non-Plasmablasts
8.3758,1.3373,CD4/Tcm
-10.469,-5.8173,Neutrophils
3.8077,-11.787,CD8/Tnaive/Tn
-2.7225,-9.4828,NK cells
-7.1862,6.0634,Non-Plasmablasts
8.503,5.5857,CD4/Tcm
-7.5843,5.6776,Non-Plasmablasts
-2.8378,-5.5809,NK cells
-3.1107,-5.797,NK cells
-5.2043,4.777,Non-Plasmablasts
-3.4525,-9.1793,NK cells
-7.1169,7.1809,Non-Plasmablasts
-3.519,-1.6403,Monocytes
2.1458,-7.5742,CD8/Temra
9.1476,1.3803,CD4/Tem
5.8814,1.9171,CD4/Tcm
7.885,0.42336,CD4/Tcm
-2.2837,0.55802,Plasmablasts
-7.7423,7.2181,Non-Plasmablasts
-2.9922,-7.8793,NK cells
4.6022,0.49979,CD4/Tcm
4.187,-9.1104,CD8/Tcm
-11.076,-3.561,Neutrophils
-4.17,-7.8849,NK cells
-7.8109,3.3939,Non-Plasmablasts
-9.3569,-4.9997,Neutrophils
1.921,-6.6696,CD8/Tem
5.9254,7.2187,CD4/Tnaive/Tn
-9.6478,-4.0883,Neutrophils
-11.067,-3.0274,Neutrophils
4.5349,-7.3947,CD8/Tcm
-5.0214,3.867,Non-Plasmablasts
-4.9299,2.8282,Non-Plasmablasts
-6.853,3.0356,Non-Plasmablasts
-10.922,-4.763,Neutrophils
-3.8843,-1.8543,Monocytes
-4.683,-7.9832,NK cells
-4.5725,6.3951,Non-Plasmablasts
6.0384,-6.9962,CD8/Tcm
-5.6448,5.853,Non-Plasmablasts
9.412,4.1786,CD4/Tcm
-4.999,7.7766,Non-Plasmablasts
-8.4316,7.1583,Non-Plasmablasts
4.9791,-6.8961,CD8/Tem
-8.0487,3.8545,Non-Plasmablasts
7.4845,0.83368,CD4/Tcm
-2.9075,-5.5374,NK cells
-5.7761,7.8959,Non-Plasmablasts
7.2493,3.865,CD4/Tcm
2.8973,-12.621,CD8/Tnaive/Tn
-6.8462,6.453,Non-Plasmablasts
4.0208,0.89806,CD4/Tcm
-4.9271,7.2593,Non-Plasmablasts
3.4202,-7.1719,CD8/Tem
-10.215,-5.2495,Neutrophils
3.6046,-11.013,CD8/Tnaive/Tn
-2.4235,-9.0447,NK cells
-5.2889,6.6221,Non-Plasmablasts
4.8201,-7.5261,CD8/Tem
-10.319,-5.585,Neutrophils
-5.4891,5.9952,Non-Plasmablasts
-7.5568,3.2127,Non-Plasmablasts
8.844,1.375,CD4/Tem
3.0692,-8.0201,CD8/Temra
-3.5437,-7.859,NK cells
9.1855,1.5605,CD4/Tem
-2.7741,-5.9382,NK cells
-3.7329,-4.2217,Immature granulocytes
-7.2958,3.0464,Non-Plasmablasts
5.9297,-7.5862,CD8/Tem
-9.5899,-5.1251,Neutrophils
-2.598,-9.2024,NK cells
-7.8744,4.7476,Non-Plasmablasts
-7.7776,3.4321,Non-Plasmablasts
8.3432,4.1253,CD4/Tcm
-5.8533,3.2543,Non-Plasmablasts
-7.3664,7.9028,Non-Plasmablasts
-11.182,-4.3891,Neutrophils
10.439,4.4138,CD4/Tem
-6.8161,5.8873,Non-Plasmablasts
-1.2838,-5.2608,ILCs
-4.2287,-7.976,NK cells
-4.8475,7.543,Non-Plasmablasts
2.4604,-8.2735,CD8/Temra
4.0112,-6.7413,CD8/Temra
3.3601,-8.3491,CD8/Tem
-3.9164,-8.0953,NK cells
-8.0004,3.4823,Non-Plasmablasts
3.9975,-11.315,CD8/Tnaive/Tn
-7.6641,3.5871,Non-Plasmablasts
7.4642,5.7493,CD4/Tcm
-6.9538,7.7186,Non-Plasmablasts
-5.7782,9.2064,Non-Plasmablasts
4.0524,-8.3183,CD8/Tem
2.1031,-8.1921,CD8/Temra
3.7487,1.8114,CD4/Tcm
-7.274,3.8868,Non-Plasmablasts
-7.2613,6.9089,Non-Plasmablasts
5.0015,4.2824,CD4/Tcm
-2.1447,2.0297,Plasmablasts
-3.1997,-9.3552,NK cells
1.9215,-8.3388,CD8/Temra
-3.0888,-9.72,NK cells
5.8276,6.9978,CD4/Tnaive/Tn
-9.0755,-6.6633,Neutrophils
-9.4428,-5.1505,Neutrophils
-3.5633,-6.4208,NK cells
5.1569,0.62073,CD4/Tem
-7.1109,4.1127,Non-Plasmablasts
0.63104,-6.1841,NK cells
-4.6194,5.0259,Non-Plasmablasts
4.1758,-7.5843,CD8/Tem
9.1883,1.3925,CD4/Tem
-4.7319,-7.7195,NK cells
-7.1962,6.1184,Non-Plasmablasts
-6.3393,4.5768,Non-Plasmablasts
-1.7942,2.0849,Plasmablasts
-4.776,-8.5351,NK cells
-7.0222,2.0652,Non-Plasmablasts
1.4724,-7.6367,CD8/Temra
-3.2411,-8.4148,NK cells
-9.4147,-2.0279,Neutrophils
2.9847,-8.2061,CD8/Tem
7.0314,0.49815,CD4/Tcm
-8.714,1.6395,Non-Plasmablasts
-7.1464,3.521,Non-Plasmablasts
6.1179,8.3931,CD4/Tnaive/Tn
-6.804,2.4257,Non-Plasmablasts
-5.9861,5.5761,Non-Plasmablasts
-3.8077,-8.0246,NK cells
4.0953,-7.5292,CD8/Tem
-7.7603,4.8787,Non-Plasmablasts
-7.4015,2.3648,Non-Plasmablasts
-2.0647,1.7257,Plasmablasts
-5.693,3.8264,Non-Plasmablasts
-3.7457,-5.5334,NK cells
4.2961,3.0669,CD4/Tcm
-6.9665,1.0953,Non-Plasmablasts
-7.3685,2.3733,Non-Plasmablasts
5.1126,4.6107,CD4/Tcm
-2.8177,-8.8986,NK cells
-10.386,-6.3778,Neutrophils
-11.218,-3.8533,Neutrophils
-8.417,6.7588,Non-Plasmablasts
-7.5707,1.8062,Non-Plasmablasts
8.709,2.9731,CD4/Tcm
-7.3279,6.9957,Non-Plasmablasts
7.7664,0.88264,CD4/Tcm
-4.0831,-8.2102,NK cells
-7.5422,2.1382,Non-Plasmablasts
-5.6107,5.4549,Non-Plasmablasts
-3.3389,-1.5173,Non-Plasmablasts
-7.3409,6.6894,Non-Plasmablasts
8.8786,3.1189,CD4/Tcm
-5.372,5.662,Non-Plasmablasts
-10.98,-4.0707,Neutrophils
8.8781,5.2181,CD4/Tem
-6.0152,6.0196,Non-Plasmablasts
-5.6725,5.4931,Non-Plasmablasts
-4.5246,7.1028,Non-Plasmablasts
-5.4962,8.0966,Non-Plasmablasts
2.5481,-12.013,CD8/Tnaive/Tn
-9.2261,-6.0896,Neutrophils
-3.2813,-5.7483,NK cells
-7.8695,3.1348,Non-Plasmablasts
-3.3863,-6.376,NK cells
4.9534,8.8149,CD4/Tnaive/Tn
-6.7591,5.5225,Non-Plasmablasts
-3.2556,-6.0152,NK cells
8.4902,5.2063,CD4/Tcm
-4.6921,7.3995,Non-Plasmablasts
-1.8922,1.8534,Plasmablasts
-6.8316,4.4695,Non-Plasmablasts
-6.0188,8.6088,Non-Plasmablasts
-8.0241,3.5856,Non-Plasmablasts
3.4751,-11.626,CD8/Tnaive/Tn
2.1258,-7.9676,CD8/Tem
4.5552,-11.454,CD8/Tnaive/Tn
4.5852,0.25553,CD4/Tem
-7.799,3.5956,Non-Plasmablasts
-7.0329,3.3335,Non-Plasmablasts
-4.0268,-8.2269,NK cells
-9.5544,-4.3349,Neutrophils
-4.2192,-1.8531,Monocytes
5.3325,-7.6871,CD8/Tcm
5.6391,7.2376,CD4/Tnaive/Tn
-2.6261,-6.5814,NK cells
5.8443,0.8775,CD4/Tem
-7.443,6.3436,Non-Plasmablasts
-10.702,-5.0566,Neutrophils
-10.463,-3.7544,Neutrophils
10.066,4.5492,CD4/Tcm
8.5683,3.8665,CD4/Tcm
-11.018,-3.6474,Neutrophils
-2.8102,-5.9843,NK cells
9.4625,4.9695,CD4/Tem
4.058,-13.092,CD8/Tnaive/Tn
-5.3643,5.43,Non-Plasmablasts
5.401,8.1596,CD4/Tnaive/Tn
8.6145,0.94253,CD4/Tem
-7.3991,2.7568,Non-Plasmablasts
-6.4776,3.7798,Non-Plasmablasts
-4.5682,-1.4981,Monocytes
-6.8947,3.8486,Non-Plasmablasts
6.1152,6.7245,CD4/Tnaive/Tn
-5.8601,7.8792,Non-Plasmablasts
-3.9436,3.613,Non-Plasmablasts
-3.1093,-8.8038,NK cells
5.4439,8.4653,CD4/Tnaive/Tn
-8.019,3.5818,Non-Plasmablasts
7.5384,0.52774,CD4/Tcm
7.5015,0.65635,CD4/Tcm
-7.7587,5.8012,Non-Plasmablasts
-10.331,-4.5847,Neutrophils
1.5715,-7.4803,CD8/Temra
-9.7313,-4.1264,Neutrophils
-2.7021,-8.6564,NK cells
-9.155,-5.7486,Neutrophils
3.3925,-7.5792,CD8/Temra
3.4066,-7.215,CD8/Tem
-8.3114,5.2596,Non-Plasmablasts
-1.8872,0.080208,Plasmablasts
-3.9137,-7.9339,NK cells
-7.2919,3.2039,Non-Plasmablasts
-4.0972,-6.1826,NK cells
-5.0896,7.7565,Non-Plasmablasts
-7.9597,2.4164,Non-Plasmablasts
-4.617,-2.7456,Monocytes
3.5018,-7.8144,CD8/Tem
-3.6171,-7.7742,NK cells
-3.5809,-7.7709,NK cells
-9.7808,-5.8479,Neutrophils
-7.409,4.2265,Non-Plasmablasts
-6.591,5.4132,Non-Plasmablasts
1.9255,-7.8048,CD8/Temra
6.3312,1.281,CD4/Tcm
6.8486,1.0845,CD4/Tcm
5.6167,6.7125,CD4/Tcm
-10.892,-4.6855,Neutrophils
-8.0258,2.6689,Non-Plasmablasts
2.7218,-7.7924,CD8/Tem
-4.0554,-7.9584,NK cells
-4.5276,7.609,Non-Plasmablasts
-7.322,5.9123,Non-Plasmablasts
6.2946,0.029527,CD4/Tem
-7.9086,4.0403,Non-Plasmablasts
-7.3808,4.1237,Non-Plasmablasts
3.982,0.37046,CD4/Tem
-2.9017,-8.4434,NK cells
-6.4382,4.5876,Non-Plasmablasts
-7.8106,5.8566,Non-Plasmablasts
-6.2131,4.2968,Non-Plasmablasts
5.1322,2.1666,CD4/Tcm
-4.0217,-7.5998,NK cells
4.7509,-0.034137,CD4/Tem
-7.9288,5.7838,Non-Plasmablasts
-4.9654,6.492,Non-Plasmablasts
-1.3041,1.8955,Plasmablasts
10.122,4.1208,CD4/Tem
-3.9871,-7.5067,NK cells
-2.7748,-1.9633,CD4/Tnaive/Tn-like
3.748,-7.9443,CD8/Tem
3.4707,-6.7911,CD8/Tem
-4.0425,-9.1726,NK cells
-5.6267,5.6499,Non-Plasmablasts
8.5028,1.5746,CD4/Tem
-5.9923,5.4089,Non-Plasmablasts
-3.8094,-9.1803,NK cells
6.5285,8.3001,CD4/Tnaive/Tn
-4.5601,-9.0719,NK cells
-2.4787,-8.8186,NK cells
8.5959,0.78356,CD4/Tcm
-6.5809,6.5991,Non-Plasmablasts
-6.9393,3.3661,Non-Plasmablasts
-4.4357,3.6013,Non-Plasmablasts
-5.4474,5.149,Non-Plasmablasts
-7.608,6.6484,Non-Plasmablasts
-1.7335,2.3342,Plasmablasts
-1.0291,1.6225,Plasmablasts
5.8676,0.128,CD4/Tem
-6.1652,7.9986,Non-Plasmablasts
5.7853,8.5728,CD4/Tnaive/Tn
8.719,0.81218,CD4/Tem
-2.445,1.942,Plasmablasts
-6.1429,6.3939,Non-Plasmablasts
8.9153,1.2377,CD4/Tem
-6.0241,6.5297,Non-Plasmablasts
-7.4935,6.6406,Non-Plasmablasts
-4.421,6.5149,Non-Plasmablasts
8.7392,0.85625,CD4/Tem
-6.2678,3.5814,Non-Plasmablasts
-4.5393,-1.1251,Monocytes
5.56,-5.8825,CD8/Tem
-8.1365,1.58,Non-Plasmablasts
1.8055,-6.9716,CD8/Tem
-2.2014,-8.692,NK cells
6.8793,1.0202,CD4/Tcm
-2.2192,1.3327,Non-Plasmablasts
-6.5802,6.0929,Non-Plasmablasts
-4.5585,-2.4093,Monocytes
-2.6227,-9.3397,NK cells
-4.2502,6.4211,Non-Plasmablasts
-5.4046,-2.5588,Monocytes
-5.0248,-2.6703,Monocytes
4.2212,-7.8951,CD8/Tem
-6.7691,2.9473,Non-Plasmablasts
-8.1968,3.1255,Non-Plasmablasts
9.129,4.9277,CD4/Tcm
1.6903,-8.4589,CD8/Temra
-7.0134,1.8877,Non-Plasmablasts
4.5752,3.8583,CD4/Tcm
-6.3777,6.9043,Non-Plasmablasts
-5.6803,7.8468,Non-Plasmablasts
-6.0817,3.7332,Non-Plasmablasts
-8.6186,5.37,Non-Plasmablasts
8.6699,3.0164,CD4/Tcm
3.6348,-11.544,CD8/Tnaive/Tn
-4.7743,-1.8625,Monocytes
-7.5533,2.6109,Non-Plasmablasts
-5.9899,4.708,Non-Plasmablasts
4.7651,3.0987,CD4/Tcm
6.71,0.65952,CD4/Tcm
7.6094,0.4793,CD4/Tcm
-4.2136,6.6045,Non-Plasmablasts
-3.965,-6.3598,NK cells
-9.7532,-5.2132,Neutrophils
3.7875,-7.376,CD8/Tem
5.4051,7.6432,CD4/Tcm
-1.4078,1.0789,Plasmablasts
-5.3213,5.4633,Non-Plasmablasts
-6.514,3.2712,Non-Plasmablasts
-1.0434,0.89442,Plasmablasts
